time,symbol,market_type,open,high,low,close,volume,ret_1,ret_5,rsi_14,atr_14,atr_pct,adx_14,ema_20,ema_50,ema_200,ema_spread_20_50,ema_spread_50_200,macd_hist,bb_pct,target_ret_1,target_ret_5,target_class
2022-02-24,EURUSD=X,forex,1.1306,1.1306,1.111,1.1306,0,-0.00203,-0.006066,45.73,0.009,0.00796,16.14,1.13419,1.13522,,-0.000903,,-0.000743,,-0.010172,-0.017159,-1
2022-02-25,EURUSD=X,forex,1.1191,1.1266,1.1168,1.1191,0,-0.010172,-0.015397,35.86,0.00935,0.00835,17.6,1.13276,1.13459,,-0.001613,,-0.001533,,-0.000894,-0.01108,-1
2022-02-28,EURUSD=X,forex,1.1181,1.1245,1.1143,1.1181,0,-0.000894,-0.012017,35.15,0.00941,0.00841,19.18,1.13136,1.13394,,-0.002275,,-0.002014,,0.00313,-0.027368,-1
2022-03-01,EURUSD=X,forex,1.1215,1.1232,1.1102,1.1216,0,0.00313,-0.008311,39.65,0.00966,0.00862,21.01,1.13043,1.13346,,-0.002669,,-0.001983,,-0.0074,-0.031295,-1
2022-03-02,EURUSD=X,forex,1.1131,1.1142,1.1059,1.1133,0,-0.0074,-0.017301,33.68,0.01009,0.00907,23.05,1.1288,1.13267,,-0.003414,,-0.002382,,-0.001886,-0.021108,-1
2022-03-03,EURUSD=X,forex,1.1114,1.1116,1.104,1.1112,0,-0.001886,-0.017159,32.35,0.01004,0.00903,25.09,1.12712,1.13182,,-0.004153,,-0.002628,,-0.00405,-0.00342,0
2022-03-04,EURUSD=X,forex,1.1069,1.1069,1.089,1.1067,0,-0.00405,-0.01108,29.65,0.01091,0.00985,27.84,1.12518,1.13084,,-0.005006,,-0.002913,,-0.017349,-0.004789,0
2022-03-07,EURUSD=X,forex,1.0874,1.0931,1.0809,1.0875,0,-0.017349,-0.027368,21.43,0.01197,0.01101,30.73,1.12159,1.12914,,-0.006686,,-0.004139,,-0.00092,0.005241,0
2022-03-08,EURUSD=X,forex,1.087,1.0922,1.0851,1.0865,0,-0.00092,-0.031295,21.11,0.01162,0.0107,33.42,1.11825,1.12747,,-0.008177,,-0.004719,,0.003037,0.007179,0
2022-03-09,EURUSD=X,forex,1.0901,1.1091,1.0898,1.0898,0,0.003037,-0.021108,25.18,0.01241,0.01138,33.08,1.11554,1.12599,,-0.009282,,-0.004578,,0.01615,0.006515,0
2022-03-10,EURUSD=X,forex,1.1073,1.1116,1.0982,1.1074,0,0.01615,-0.00342,42.28,0.01308,0.01181,32.43,1.11476,1.12526,,-0.009329,,-0.003071,,-0.005418,-0.004696,0
2022-03-11,EURUSD=X,forex,1.1012,1.1042,1.0935,1.1014,0,-0.005418,-0.004789,39.01,0.01314,0.01193,32.2,1.11349,1.12433,,-0.009636,,-0.002285,,-0.007445,0.007808,0
2022-03-14,EURUSD=X,forex,1.0933,1.0987,1.0903,1.0932,0,-0.007445,0.005241,35.02,0.01299,0.01188,32.23,1.11156,1.1231,,-0.010281,,-0.002128,,0.001006,0.010154,1
